year,date,julian_day,min_temp_2m,max_temp_2m,avg_temp_2m,precip_mm,cum_precip_mm,cum_precip_dry_mm,cum_precip_wet_mm,shelter_status,spring_graze,fall_graze,water_add_event,water_add_precip_tot_mm,soil_vwc_measured,notes,cum_precip_over_years_ambient,cum_precip_over_years_dry,cum_precip_over_years_wet,cum_julian_day
2018,4/12/2018,102,4.6043,22.732,11.7521,0,91.186,91.186,91.186,0,0,0,0,0,0,,91.186,91.186,91.186,102
2018,4/13/2018,103,-1.9976,5.6316,2.0346,1.016,92.202,92.202,92.202,0,0,0,0,0,0,,92.202,92.202,92.202,103
2018,4/14/2018,104,-3.1898,11.706,4.0736,0,92.202,92.202,92.202,0,0,0,0,0,0,,92.202,92.202,92.202,104
2018,4/15/2018,105,-1.3454,14.278,6.9161,0,92.202,92.202,92.202,0,0,0,0,0,0,,92.202,92.202,92.202,105
2018,4/16/2018,106,-0.7492,17.287,10.2414,0,92.202,92.202,92.202,0,0,0,0,0,0,,92.202,92.202,92.202,106
2018,4/17/2018,107,0.2549,18.974,9.9291,0,92.202,92.202,92.202,0,0,0,0,0,0,,92.202,92.202,92.202,107
2018,4/18/2018,108,-2.2804,11.255,4.9363,0,92.202,92.202,92.202,0,0,0,0,0,0,,92.202,92.202,92.202,108
2018,4/19/2018,109,-1.4561,14.463,6.6777,0,92.202,92.202,92.202,0,0,0,0,0,0,,92.202,92.202,92.202,109
2018,4/20/2018,110,-1.0126,8.0277,3.8781,5.588,97.79,97.79,97.79,0,0,0,0,0,0,,97.79,97.79,97.79,110
2018,4/21/2018,111,-1.2657,3.5268,0.4456,4.572,102.362,102.362,102.362,0,0,0,0,0,0,,102.362,102.362,102.362,111
2018,4/22/2018,112,0.2037,15.362,8.3433,0,102.362,102.362,102.362,0,0,0,0,0,0,,102.362,102.362,102.362,112
2018,4/23/2018,113,1.5404,19.163,10.8095,0.254,102.616,102.616,102.616,0,0,0,0,0,0,,102.616,102.616,102.616,113
2018,4/24/2018,114,-1.1815,2.1196,-0.2333,10.668,113.284,113.284,113.284,0,0,0,0,0,0,,113.284,113.284,113.284,114
2018,4/25/2018,115,-3.2063,17.671,7.7503,0,113.284,113.284,113.284,0,0,0,0,0,0,,113.284,113.284,113.284,115
2018,4/26/2018,116,4.0813,12.6,8.2175,0,113.284,113.284,113.284,0,0,0,0,0,0,,113.284,113.284,113.284,116
2018,4/27/2018,117,4.3563,19.964,12.8025,0,113.284,113.284,113.284,0,0,0,0,0,0,,113.284,113.284,113.284,117
2018,4/28/2018,118,5.7687,20.994,14.5441,0,113.284,113.284,113.284,0,0,0,0,0,0,,113.284,113.284,113.284,118
2018,4/29/2018,119,10.555,24.243,17.9765,0,113.284,113.284,113.284,0,0,0,0,0,0,,113.284,113.284,113.284,119
2018,4/30/2018,120,7.5874,19.071,13.4622,0,113.284,113.284,113.284,0,0,0,0,0,0,,113.284,113.284,113.284,120
2018,5/1/2018,121,5.8278,15.459,9.0291,0,113.284,113.284,113.284,0,0,0,0,0,0,,113.284,113.284,113.284,121
2018,5/2/2018,122,3.8076,6.8468,5.5798,17.526,130.81,130.81,130.81,0,0,0,0,0,0,,130.81,130.81,130.81,122
2018,5/3/2018,123,1.7984,9.4429,4.9945,34.798,165.608,165.608,165.608,0,0,0,0,0,0,,165.608,165.608,165.608,123
2018,5/4/2018,124,5.39,18.932,12.6557,0.254,165.862,165.862,165.862,0,0,0,0,0,0,,165.862,165.862,165.862,124
2018,5/5/2018,125,12.081,21.663,15.9771,0,165.862,165.862,165.862,0,0,0,0,0,0,,165.862,165.862,165.862,125
2018,5/6/2018,126,9.9346,21.88,16.2184,0,165.862,165.862,165.862,0,0,0,0,0,0,,165.862,165.862,165.862,126
2018,5/7/2018,127,9.7841,25.702,17.5893,0,165.862,165.862,165.862,0,0,0,0,0,0,,165.862,165.862,165.862,127
2018,5/8/2018,128,8.8805,22.135,16.5002,0,165.862,165.862,165.862,0,0,0,0,0,0,,165.862,165.862,165.862,128
2018,5/9/2018,129,9.4277,21.218,16.5757,0,165.862,165.862,165.862,0,0,0,0,0,0,,165.862,165.862,165.862,129
2018,5/10/2018,130,8.5725,26.149,17.2055,0,165.862,165.862,165.862,0,0,0,0,0,0,,165.862,165.862,165.862,130
2018,5/11/2018,131,8.984,20.575,13.733,0.508,166.37,166.37,166.37,0,0,0,0,0,0,,166.37,166.37,166.37,131
2018,5/12/2018,132,8.873,11.907,9.8902,21.59,187.96,187.96,187.96,0,0,0,0,0,0,,187.96,187.96,187.96,132
2018,5/13/2018,133,7.9677,12.186,9.7273,6.35,194.31,194.31,194.31,0,0,0,0,0,0,,194.31,194.31,194.31,133
2018,5/14/2018,134,8.0273,16.241,10.9485,13.462,207.772,207.772,207.772,0,0,0,0,0,0,,207.772,207.772,207.772,134
2018,5/15/2018,135,6.0823,19.851,13.0208,0,207.772,207.772,207.772,0,0,0,0,0,0,,207.772,207.772,207.772,135
2018,5/16/2018,136,9.0921,24.836,17.8157,0,207.772,207.772,207.772,0,0,0,0,0,0,,207.772,207.772,207.772,136
2018,5/17/2018,137,9.5469,24.434,18.3934,0,207.772,207.772,207.772,0,0,0,0,0,0,,207.772,207.772,207.772,137
2018,5/18/2018,138,7.1574,16.109,11.158,47.244,255.016,255.016,255.016,0,0,0,0,0,0,,255.016,255.016,255.016,138
2018,5/19/2018,139,4.3991,8.7864,6.4539,11.176,266.192,266.192,266.192,0,0,0,0,0,0,,266.192,266.192,266.192,139
2018,5/20/2018,140,4.0205,9.0617,6.4737,4.064,270.256,270.256,270.256,0,0,0,0,0,0,,270.256,270.256,270.256,140
2018,5/21/2018,141,4.509,22.56,13.9034,0,270.256,270.256,270.256,0,0,0,0,0,0,,270.256,270.256,270.256,141
2018,5/22/2018,142,10.795,21.685,15.8142,0,270.256,270.256,270.256,1,0,0,0,0,0,,270.256,270.256,270.256,142
2018,5/23/2018,143,9.3033,21.683,16.1233,0.762,271.018,270.509746,271.018,1,0,0,0,0,0,,271.018,270.509746,271.018,143
2018,5/24/2018,144,10.585,27.259,18.8559,0,271.018,270.509746,271.018,1,0,0,0,0,0,,271.018,270.509746,271.018,144
2018,5/25/2018,145,13.54,27.517,21.237,0,271.018,270.509746,271.018,1,0,0,0,0,0,,271.018,270.509746,271.018,145
2018,5/26/2018,146,13.857,27.255,21.77,0,271.018,270.509746,271.018,1,0,0,0,0,0,,271.018,270.509746,271.018,146
2018,5/27/2018,147,14.032,24.942,19.4159,0,271.018,270.509746,271.018,1,0,0,0,0,0,,271.018,270.509746,271.018,147
2018,5/28/2018,148,10.466,16.446,13.3606,2.032,273.05,271.186402,273.05,1,0,0,0,0,0,,273.05,271.186402,273.05,148
2018,5/29/2018,149,10.093,20.897,14.9241,0,273.05,271.186402,273.05,1,0,0,0,0,0,,273.05,271.186402,273.05,149
2018,5/30/2018,150,9.9228,24.581,17.0447,0.508,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,150
2018,5/31/2018,151,12.246,28.795,21.7394,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,151
2018,6/1/2018,152,14.252,28.391,22.5524,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,152
2018,6/2/2018,153,10.727,23.525,17.1024,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,153
2018,6/3/2018,154,8.5717,20.576,15.6501,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,154
2018,6/4/2018,155,12.357,29.781,22.3369,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,155
2018,6/5/2018,156,18.235,30.935,24.6168,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,156
2018,6/6/2018,157,16.682,27.626,21.6141,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,157
2018,6/7/2018,158,12.931,30.338,22.3411,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,158
2018,6/8/2018,159,12.905,30.352,23.3331,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,159
2018,6/9/2018,160,14.824,30.183,22.1276,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,160
2018,6/10/2018,161,14.992,31.953,25.3022,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,161
2018,6/11/2018,162,12.989,26.12,19.8095,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,162
2018,6/12/2018,163,11.665,26.258,19.0027,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,163
2018,6/13/2018,164,12.481,30.43,21.4988,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,164
2018,6/14/2018,165,16.908,32.4,25.6345,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,165
2018,6/15/2018,166,15.761,30.85,23.9905,0,273.558,271.355566,273.558,1,0,0,0,0,0,,273.558,271.355566,273.558,166
2018,6/16/2018,167,16.477,25.348,19.9512,3.556,277.114,272.539714,277.114,1,0,0,0,0,0,,277.114,272.539714,277.114,167
2018,6/17/2018,168,11.704,16.545,14.463,16.764,293.878,278.122126,293.878,1,0,0,0,0,0,,293.878,278.122126,293.878,168
2018,6/18/2018,169,11.237,21.615,14.6325,10.922,304.8,281.759152,304.8,1,0,0,0,0,0,,304.8,281.759152,304.8,169
2018,6/19/2018,170,11.171,21.7,15.7555,8.89,313.69,284.719522,313.69,1,0,0,0,0,0,,313.69,284.719522,313.69,170
2018,6/20/2018,171,9.249,21.974,15.8869,0,313.69,284.719522,342.35644,1,0,0,1,43.434,0,,313.69,284.719522,342.35644,171
2018,6/21/2018,172,11.047,25.204,18.1788,0,313.69,284.719522,342.35644,1,0,0,0,0,0,,313.69,284.719522,342.35644,172
2018,6/22/2018,173,12.706,28.578,19.3367,0,313.69,284.719522,342.35644,1,0,0,0,0,0,,313.69,284.719522,342.35644,173
2018,6/23/2018,174,11.628,27.882,19.6755,0,313.69,284.719522,342.35644,1,0,0,0,0,0,,313.69,284.719522,342.35644,174
2018,6/24/2018,175,10.383,18.498,13.9251,2.54,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,175
2018,6/25/2018,176,8.6562,26.426,18.1524,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,176
2018,6/26/2018,177,12.5,33.991,24.5213,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,177
2018,6/27/2018,178,17.697,34.474,26.6477,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,178
2018,6/28/2018,179,17.004,34.643,27.4012,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,179
2018,6/29/2018,180,17.23,30.591,25.7982,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,180
2018,6/30/2018,181,10.142,19.152,14.9881,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,181
2018,7/1/2018,182,8.733,29.063,19.3534,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,182
2018,7/2/2018,183,16.244,32.139,24.0144,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,183
2018,7/3/2018,184,16.614,31.756,24.4041,0,316.23,285.565342,344.89644,1,0,0,0,0,0,,316.23,285.565342,344.89644,184
2018,7/4/2018,185,15.188,29.273,21.5604,3.048,319.278,286.580326,347.94444,1,0,0,0,0,0,,319.278,286.580326,347.94444,185
2018,7/5/2018,186,14.55,24.946,19.9721,0,319.278,286.580326,347.94444,1,0,0,0,0,0,,319.278,286.580326,347.94444,186
2018,7/6/2018,187,13.089,30.184,21.3624,0,319.278,286.580326,347.94444,1,0,0,0,0,0,,319.278,286.580326,347.94444,187
2018,7/7/2018,188,17.319,33.583,25.1622,0,319.278,286.580326,351.63252,1,0,0,1,5.588,0,,319.278,286.580326,351.63252,188
2018,7/8/2018,189,17.187,32.907,26.422,0,319.278,286.580326,351.63252,1,0,0,0,0,0,,319.278,286.580326,351.63252,189
2018,7/9/2018,190,16.808,32.053,25.2135,0,319.278,286.580326,351.63252,1,0,0,0,0,0,,319.278,286.580326,351.63252,190
2018,7/10/2018,191,16.633,33.493,25.1793,0,319.278,286.580326,351.63252,1,0,0,0,0,0,,319.278,286.580326,351.63252,191
2018,7/11/2018,192,19.033,31.979,25.3854,0,319.278,286.580326,351.63252,1,0,0,0,0,0,,319.278,286.580326,351.63252,192
2018,7/12/2018,193,16.17,26.997,20.3525,0,319.278,286.580326,351.63252,1,0,0,0,0,0,,319.278,286.580326,351.63252,193
2018,7/13/2018,194,13.863,29.094,22.084,0,319.278,286.580326,351.63252,1,0,0,0,0,0,,319.278,286.580326,351.63252,194
2018,7/14/2018,195,16.44,32.44,24.5392,0,319.278,286.580326,351.63252,1,0,0,0,0,0,,319.278,286.580326,351.63252,195
2018,7/15/2018,196,13.237,22.787,16.8385,8.636,327.914,289.456114,360.26852,1,0,0,0,0,0,,327.914,289.456114,360.26852,196
2018,7/16/2018,197,11.613,29.039,19.9426,0.254,328.168,289.540696,360.52252,1,0,0,0,0,0,,328.168,289.540696,360.52252,197
2018,7/17/2018,198,14.132,27.401,19.9394,1.016,329.184,289.879024,367.40592,1,0,0,1,8.89,0,,329.184,289.879024,367.40592,198
2018,7/18/2018,199,15.813,32.728,24.6613,0,329.184,289.879024,367.40592,1,0,0,0,0,0,,329.184,289.879024,367.40592,199
2018,7/19/2018,200,17.972,34.361,26.6572,0,329.184,289.879024,367.40592,1,0,0,0,0,0,,329.184,289.879024,367.40592,200
2018,7/20/2018,201,18.149,33.615,26.3884,0,329.184,289.879024,367.40592,1,0,0,0,0,0,,329.184,289.879024,367.40592,201
