block,plot,year,rain_trt,graze_trt,species_code,genus,species,origin,growth_form,life_history,photo_path,fun_grp,area_clipped,richness_only
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.320469979,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,25.12326391,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.564723338,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.659407024,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,8.876356399,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.484427954,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.802393454,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.900667373,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.018384427,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.067700467,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.204883564,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.891327129,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.425294473,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.257378446,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.835470677,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.638286651,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,15.95172316,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,15.55995926,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.173818568,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.115743619,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,13.57499879,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.402647814,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.275686981,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.817510448,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,13.7047259,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,15.69841107,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.579213811,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.342867984,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.509788776,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.327818784,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.670466195,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,8.825415905,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,24.95182422,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.181957054,
1,1,2018,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,17.61315151,
1,1,2018,C,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,1.653966344,
1,1,2018,C,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,0.425498944,
1,1,2018,C,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,0.532035101,
1,1,2018,C,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,1.260476069,
1,1,2018,C,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,1.255620986,
1,1,2018,C,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,1.695234694,
1,1,2018,C,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,0.710178392,
1,1,2018,C,UG,dr,draba,repens,native,forb,annual-biennial,C3,Ann_Bi,0.786770487,
1,1,2018,C,UG,ec,erysimum,capitatum,native,forb,annual-biennial,C3,Ann_Bi,23.89042989,
1,1,2018,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,2.716619174,
1,1,2018,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,49.88510946,
1,1,2018,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,9.199444962,
1,1,2018,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,25.25994278,
1,1,2018,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,5.802784279,
1,1,2018,C,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,0.728125674,
1,1,2018,C,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,6.437788646,
1,1,2018,C,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,,Y
1,1,2018,C,UG,ga,gaillardia,aristata,native,forb,perennial,C3,F,,Y
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,28.96667143,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,6.119504893,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,3.632619937,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,7.086426984,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,11.78199533,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,50.14015011,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,0.892005102,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,0.757686387,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.465806837,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,8.482161317,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,15.84747927,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,2.281915345,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.755908732,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,34.149956,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,16.27021522,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,54.60872801,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,0.731698227,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.84271501,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,20.54767787,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.332541421,
1,1,2018,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.991628192,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,90.83860937,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,25.45004068,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,29.13524644,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,59.97478602,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,38.65242053,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,11.244304,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,12.57158296,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,4.104070828,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,4.079943755,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,21.56435698,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,68.8818574,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,19.44602776,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,27.68000013,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,109.5901854,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,9.326897371,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,3.88472949,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,11.9071979,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,39.8376558,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,1.571154841,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,22.6354991,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,42.98581189,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,1.299605524,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,14.87026006,
1,1,2018,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,4.251133843,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,19.5392028,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,4.788776409,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,89.49514958,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,8.45102151,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,24.63431931,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,11.52168576,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,25.02440702,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,74.66378389,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,16.53691751,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,10.84685397,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,51.65099474,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,36.03741538,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,27.034371,
1,1,2018,C,UG,km,koeleria,macrantha,native,graminoid,perennial,C3,G_C3,62.60651299,
1,1,2018,C,UG,lm,lesquerella,montana,native,forb,perennial,C3,F,1.93742058,
1,1,2018,C,UG,lm,lesquerella,montana,native,forb,perennial,C3,F,0.433633336,
1,1,2018,C,UG,lp,liatris,punctata,native,forb,perennial,C3,F,13.63742449,
1,1,2018,C,UG,lp,liatris,punctata,native,forb,perennial,C3,F,49.12059976,
1,1,2018,C,UG,lp,liatris,punctata,native,forb,perennial,C3,F,32.27722667,
1,1,2018,C,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,122.6814187,
1,1,2018,C,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,146.1582972,
1,1,2018,C,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,30.75992619,
1,1,2018,C,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,12.78350824,
1,1,2018,C,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,30.94919353,
1,1,2018,C,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,19.15472807,
1,1,2018,C,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,11.96583164,
1,1,2018,C,UG,mm,muhlenbergia,montana,native,graminoid,perennial,C4,G_C4,12.27626433,
1,1,2018,C,UG,pa,pterogonum,alatum,native,forb,perennial,C3,F,1.498224495,
1,1,2018,C,UG,pa,pterogonum,alatum,native,forb,perennial,C3,F,10.08458138,
1,1,2018,C,UG,packera_sp,packera,spp,native,forb,perennial,C3,F,0.703156777,
1,1,2018,C,UG,packera_sp,packera,spp,native,forb,perennial,C3,F,7.653785106,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,1.330446269,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,74.48377516,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,0.645120065,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,48.97332198,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,25.13398097,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,36.53343929,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,3.944782308,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,3.261379733,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,14.34446239,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,1.397286356,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,23.78625226,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,52.35229624,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,2.909832908,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,17.84903603,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,7.756439847,
1,1,2018,C,UG,pc,poa,compressa,exotic,graminoid,perennial,C3,G_C3,18.59629282,
1,1,2018,C,UG,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,0.984771343,
1,1,2018,C,UG,pp,plantago,patagonica,native,forb,annual-biennial,C3,Ann_Bi,0.493406461,
1,1,2018,C,UG,rock,NA,NA,NA,NA,NA,NA,NA_NA_NA,7.627034899,
1,1,2018,C,UG,td,tragopogon,dubius,exotic,forb,annual-biennial,C3,Ann_Bi,1.013094966,
1,1,2018,C,UG,to,taraxacum,officinale,exotic,forb,perennial,C3,F,11.70198059,
1,1,2018,C,UG,tp,talinum,parviflorum,native,forb,perennial,C3,F,2.33381647,
1,1,2018,C,UG,vf,virgulus,falcatus,native,forb,perennial,C3,F,1.02608527,
1,1,2018,C,UG,vf,virgulus,falcatus,native,forb,perennial,C3,F,1.039462146,
1,1,2018,C,UG,vf,virgulus,falcatus,native,forb,perennial,C3,F,0.732737974,
1,1,2018,C,UG,vf,virgulus,falcatus,native,forb,perennial,C3,F,0.449077007,
1,1,2018,C,UG,vf,virgulus,falcatus,native,forb,perennial,C3,F,0.882161846,
1,1,2019,C,UG,apo,aster,porteri,native,forb,perennial,C3,F,24.87979662,
1,1,2019,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,10.02023065,
1,1,2019,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,7.371223475,
1,1,2019,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,4.480913681,
1,1,2019,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,4.758935394,
1,1,2019,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,3.299560385,
1,1,2019,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,2.807394711,
1,1,2019,C,UG,aps,ambrosia,psilostachya,native,forb,perennial,C3,F,3.196702468,
1,1,2019,C,UG,apu,aristida,purpurea,native,graminoid,perennial,C4,G_C4,9.297941522,
1,1,2019,C,UG,asclepias_sp,asclepias,spp,native,forb,perennial,C3,F,22.4324243,
1,1,2019,C,UG,ch,chondrosum,hirsutum,native,graminoid,perennial,C4,G_C4,,Y
1,1,2019,C,UG,cow,NA,NA,NA,NA,NA,NA,NA_NA_NA,32.97024685,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,12.57660108,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,17.16741539,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.52564645,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,23.63738656,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.606002937,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.873338246,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,23.13999023,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.747045142,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,16.5804895,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,3.405026189,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.780132644,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.488320473,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.86747264,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,12.97357374,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,13.99798356,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,31.41741266,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,6.603917988,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.888709984,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.667870631,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,1.147990179,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,6.583126327,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,5.515679948,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,11.88718149,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,11.29660607,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,14.9281775,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,21.36884387,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,13.56310942,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.757495287,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,10.22224719,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,7.20289093,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,7.388732796,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.595548398,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.27287703,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,13.41865216,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,2.363353684,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,4.128648209,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,28.52886628,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,0.610395635,
1,1,2019,C,UG,cp,carex,pensylvanica,native,graminoid,perennial,C3,G_C3,13.90411522,
1,1,2019,C,UG,ec,erysimum,capitatum,native,forb,annual-biennial,C3,Ann_Bi,1.204968557,
1,1,2019,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,10.74481114,
1,1,2019,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,2.203821804,
1,1,2019,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,0.678898973,
1,1,2019,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,3.260066958,
1,1,2019,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,1.166465355,
1,1,2019,C,UG,ecm,erigeron,flagellaris,native,forb,perennial,C3,F,2.685871326,
1,1,2019,C,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,3.913958245,
1,1,2019,C,UG,ee,elymus,elymoides,native,graminoid,perennial,C3,G_C3,11.5733839,
1,1,2019,C,UG,ef,eremogone,fendleri,native,forb,perennial,C3,F,,Y
1,1,2019,C,UG,ga,gaillardia,aristata,native,forb,perennial,C3,F,,Y
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,4.911022411,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,12.25565706,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,3.642913606,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,21.90253597,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,13.35256504,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,17.93273024,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,0.346153632,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,8.025220537,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,8.637141569,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,0.374398154,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,31.9529577,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,2.981646489,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,4.308609758,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,5.374093272,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,12.22816236,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,50.61230539,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.916421837,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,0.844570805,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,3.814331414,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,14.76484646,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,11.64775362,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,0.624392929,
1,1,2019,C,UG,hc,hesperostipa,comata,native,graminoid,perennial,C3,G_C3,1.912672151,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,140.7241638,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,80.29496739,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.965938738,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.227721276,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,89.23416452,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,92.01099294,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.659791976,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,49.87069351,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.486424943,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.767137562,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,393.0218117,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.604337372,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.710690642,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,150.6213785,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,68.19938193,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,32.84440378,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,32.25495797,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,0.753633484,
1,1,2019,C,UG,hv,heterotheca,villosa,native,forb,perennial,C3,F,1.075565799,
